region	chr	midPos	Nsites
(5119565,5136229)(11401561,11447977)(11400000,11450000)	scaffold_1204	11425000	16666	0.322334
(5136230,5158078)(11455490,11499999)(11450000,11500000)	scaffold_1204	11475000	21850	0.451348
(5158079,5176772)(11500000,11549999)(11500000,11550000)	scaffold_1204	11525000	18695	0.277653
(5176773,5204213)(11550000,11599225)(11550000,11600000)	scaffold_1204	11575000	27442	0.290167
(5204214,5227918)(11600414,11649772)(11600000,11650000)	scaffold_1204	11625000	23706	0.143363
(5227919,5248025)(11653249,11699999)(11650000,11700000)	scaffold_1204	11675000	20108	0.164494
(5248026,5270317)(11700000,11749999)(11700000,11750000)	scaffold_1204	11725000	22293	0.211256
(5270318,5283014)(11750000,11799978)(11750000,11800000)	scaffold_1204	11775000	12698	0.205610
(5283015,5312024)(11801752,11849999)(11800000,11850000)	scaffold_1204	11825000	29011	0.351643
(5312025,5332369)(11850000,11899983)(11850000,11900000)	scaffold_1204	11875000	20346	0.267140
(5332370,5348269)(11901101,11949999)(11900000,11950000)	scaffold_1204	11925000	15901	0.233358
(5348270,5371208)(11950000,11999999)(11950000,12000000)	scaffold_1204	11975000	22940	0.267354
(5371209,5399043)(12000000,12049999)(12000000,12050000)	scaffold_1204	12025000	27836	0.227969
(5399044,5419518)(12050000,12099999)(12050000,12100000)	scaffold_1204	12075000	20476	0.221232
(5419519,5448259)(12100000,12149978)(12100000,12150000)	scaffold_1204	12125000	28742	0.251415
(5448260,5464881)(12150582,12199994)(12150000,12200000)	scaffold_1204	12175000	16623	0.204516
(5464882,5488565)(12200529,12247575)(12200000,12250000)	scaffold_1204	12225000	23685	0.133692
(5488566,5509853)(12251320,12293725)(12250000,12300000)	scaffold_1204	12275000	21289	0.162033
(5509854,5536047)(12300034,12349999)(12300000,12350000)	scaffold_1204	12325000	26195	0.258068
(5536048,5547749)(12350000,12399939)(12350000,12400000)	scaffold_1204	12375000	11703	0.230106
(5547750,5570586)(12400995,12446732)(12400000,12450000)	scaffold_1204	12425000	22838	0.221124
(5570587,5593003)(12450446,12499163)(12450000,12500000)	scaffold_1204	12475000	22418	0.174901
(5593004,5620388)(12502160,12549999)(12500000,12550000)	scaffold_1204	12525000	27386	0.245835
(5620389,5636457)(12550000,12599817)(12550000,12600000)	scaffold_1204	12575000	16070	0.209004
(5636458,5660386)(12602528,12649999)(12600000,12650000)	scaffold_1204	12625000	23930	0.228759
(5660387,5680195)(12650000,12699156)(12650000,12700000)	scaffold_1204	12675000	19810	0.215163
(5680196,5688554)(12700331,12747741)(12700000,12750000)	scaffold_1204	12725000	8360	0.253079
(5688555,5699884)(12751223,12798175)(12750000,12800000)	scaffold_1204	12775000	11331	0.232952
(5699885,5719699)(12802804,12847138)(12800000,12850000)	scaffold_1204	12825000	19816	0.217646
(5719700,5739618)(12850510,12893898)(12850000,12900000)	scaffold_1204	12875000	19920	0.173320
(5739619,5765649)(12900328,12949757)(12900000,12950000)	scaffold_1204	12925000	26032	0.103259
(5765650,5795169)(12950472,12999999)(12950000,13000000)	scaffold_1204	12975000	29521	0.329623
(5795170,5816400)(13000000,13045512)(13000000,13050000)	scaffold_1204	13025000	21232	0.276324
(5816401,5831755)(13050395,13099496)(13050000,13100000)	scaffold_1204	13075000	15356	0.165510
(5831756,5834848)(13102442,13133881)(13100000,13150000)	scaffold_1204	13125000	3094	0.245270
(5834849,5847030)(13150977,13199999)(13150000,13200000)	scaffold_1204	13175000	12183	0.345241
(5847031,5874712)(13200000,13248745)(13200000,13250000)	scaffold_1204	13225000	27683	0.308099
(5874713,5892385)(13250013,13299734)(13250000,13300000)	scaffold_1204	13275000	17674	0.220282
(5892386,5908471)(13302665,13349285)(13300000,13350000)	scaffold_1204	13325000	16087	0.211997
(5908472,5915419)(13362201,13396824)(13350000,13400000)	scaffold_1204	13375000	6949	0.218839
(5915420,5922830)(13403114,13449999)(13400000,13450000)	scaffold_1204	13425000	7412	0.206074
(5922831,5933564)(13450000,13499948)(13450000,13500000)	scaffold_1204	13475000	10735	0.171306
(5933565,5957980)(13500031,13545229)(13500000,13550000)	scaffold_1204	13525000	24417	0.237814
(5957981,5968312)(13550985,13599999)(13550000,13600000)	scaffold_1204	13575000	10333	0.254454
(5968313,5982651)(13600000,13646882)(13600000,13650000)	scaffold_1204	13625000	14340	0.408734
(5982652,5996471)(13650838,13699648)(13650000,13700000)	scaffold_1204	13675000	13821	0.391650
(5996472,6008677)(13702700,13749999)(13700000,13750000)	scaffold_1204	13725000	12207	0.316770
(6008678,6019649)(13750000,13795729)(13750000,13800000)	scaffold_1204	13775000	10973	0.266630
(6019650,6029957)(13801526,13849999)(13800000,13850000)	scaffold_1204	13825000	10309	0.280946
(6029958,6034849)(13850000,13894001)(13850000,13900000)	scaffold_1204	13875000	4893	0.270134
(6034850,6046880)(13909021,13948383)(13900000,13950000)	scaffold_1204	13925000	12032	0.147984
(6046881,6068180)(13951097,13998513)(13950000,14000000)	scaffold_1204	13975000	21301	0.244765
(6068181,6074482)(14002302,14047717)(14000000,14050000)	scaffold_1204	14025000	6303	0.173615
(6074483,6076951)(14052336,14095375)(14050000,14100000)	scaffold_1204	14075000	2470	0.044099
(6076952,6095317)(14101966,14144234)(14100000,14150000)	scaffold_1204	14125000	18367	0.255410
(6095318,6111349)(14151888,14199800)(14150000,14200000)	scaffold_1204	14175000	16033	0.408297
(6111350,6123788)(14200481,14249991)(14200000,14250000)	scaffold_1204	14225000	12440	0.233779
(6123789,6136952)(14250499,14299899)(14250000,14300000)	scaffold_1204	14275000	13165	0.266029
(6136953,6153760)(14300036,14349999)(14300000,14350000)	scaffold_1204	14325000	16809	0.151476
(6153761,6184863)(14350000,14399999)(14350000,14400000)	scaffold_1204	14375000	31104	0.152041
(6184864,6210541)(14400000,14449999)(14400000,14450000)	scaffold_1204	14425000	25679	0.105857
(6210542,6226707)(14450000,14499999)(14450000,14500000)	scaffold_1204	14475000	16167	0.204533
(6226708,6237456)(14500000,14549999)(14500000,14550000)	scaffold_1204	14525000	10750	0.165059
(6237457,6255894)(14550000,14599999)(14550000,14600000)	scaffold_1204	14575000	18439	0.155318
(6255895,6265938)(14600000,14645996)(14600000,14650000)	scaffold_1204	14625000	10045	0.208987
(6265939,6281450)(14658353,14698755)(14650000,14700000)	scaffold_1204	14675000	15513	0.291455
(6281451,6293910)(14716500,14749824)(14700000,14750000)	scaffold_1204	14725000	12461	0.254875
(6293911,6313460)(14750006,14797070)(14750000,14800000)	scaffold_1204	14775000	19551	0.184454
(6313461,6329231)(14801923,14849999)(14800000,14850000)	scaffold_1204	14825000	15772	0.094626
(6329232,6340628)(14850000,14894821)(14850000,14900000)	scaffold_1204	14875000	11398	0.127070
(6340629,6345500)(14910627,14947731)(14900000,14950000)	scaffold_1204	14925000	4873	0.167849
(6345501,6366697)(14955851,14998020)(14950000,15000000)	scaffold_1204	14975000	21198	0.173464
(6366698,6382583)(15000535,15049877)(15000000,15050000)	scaffold_1204	15025000	15887	0.204082
(6382584,6392435)(15050035,15099983)(15050000,15100000)	scaffold_1204	15075000	9853	0.204665
(6392436,6401341)(15100045,15149999)(15100000,15150000)	scaffold_1204	15125000	8907	0.218150
(6401342,6413378)(15150000,15197598)(15150000,15200000)	scaffold_1204	15175000	12038	0.187016
(6413379,6421948)(15204283,15243967)(15200000,15250000)	scaffold_1204	15225000	8571	0.132704
(6421949,6428038)(15250157,15294010)(15250000,15300000)	scaffold_1204	15275000	6091	0.262886
(6428039,6442516)(15306101,15349999)(15300000,15350000)	scaffold_1204	15325000	14479	0.361905
(6442517,6463681)(15350000,15399999)(15350000,15400000)	scaffold_1204	15375000	21166	0.219829
(6463682,6472481)(15400000,15448366)(15400000,15450000)	scaffold_1204	15425000	8801	0.266190
(6472482,6479170)(15451287,15499425)(15450000,15500000)	scaffold_1204	15475000	6690	0.351681
(6479171,6506089)(15500271,15549884)(15500000,15550000)	scaffold_1204	15525000	26920	0.253368
(6506090,6516687)(15552673,15599999)(15550000,15600000)	scaffold_1204	15575000	10599	0.234481
(6516688,6532669)(15600000,15640167)(15600000,15650000)	scaffold_1204	15625000	15983	0.207861
(6532670,6548914)(15655290,15699820)(15650000,15700000)	scaffold_1204	15675000	16246	0.291979
(6548915,6567002)(15700341,15749999)(15700000,15750000)	scaffold_1204	15725000	18089	0.189576
(6567003,6578509)(15750000,15799999)(15750000,15800000)	scaffold_1204	15775000	11508	0.208135
(6578510,6595116)(15800000,15849359)(15800000,15850000)	scaffold_1204	15825000	16608	0.243439
(6595117,6609413)(15855957,15899097)(15850000,15900000)	scaffold_1204	15875000	14298	0.377581
(6609414,6630046)(15902972,15944781)(15900000,15950000)	scaffold_1204	15925000	20634	0.134997
(6630047,6638498)(15953024,15997250)(15950000,16000000)	scaffold_1204	15975000	8453	0.215994
(6638499,6652980)(16001217,16049999)(16000000,16050000)	scaffold_1204	16025000	14483	0.141094
(6652981,6663016)(16050000,16090902)(16050000,16100000)	scaffold_1204	16075000	10037	0.198037
(6663017,6674759)(16106931,16143857)(16100000,16150000)	scaffold_1204	16125000	11744	0.232508
(6674760,6688178)(16157859,16196754)(16150000,16200000)	scaffold_1204	16175000	13420	0.252963
(6688179,6705288)(16202756,16249579)(16200000,16250000)	scaffold_1204	16225000	17111	0.137835
(6705289,6717322)(16250357,16296779)(16250000,16300000)	scaffold_1204	16275000	12035	0.077080
(6717323,6723675)(16309941,16349714)(16300000,16350000)	scaffold_1204	16325000	6354	0.373807
(6723676,6725604)(16350688,16392773)(16350000,16400000)	scaffold_1204	16375000	1930	0.211555
(6725605,6733943)(16413403,16449726)(16400000,16450000)	scaffold_1204	16425000	8340	0.449927
(6733944,6741072)(16451127,16499379)(16450000,16500000)	scaffold_1204	16475000	7130	0.248590
(6741073,6745276)(16501841,16549999)(16500000,16550000)	scaffold_1204	16525000	4205	0.196032
(6745277,6750644)(16550000,16599999)(16550000,16600000)	scaffold_1204	16575000	5369	0.229918
(6750645,6765468)(16600000,16649663)(16600000,16650000)	scaffold_1204	16625000	14825	0.227648
(6765469,6772862)(16654779,16690460)(16650000,16700000)	scaffold_1204	16675000	7395	0.280551
(6772863,6780184)(16706507,16735947)(16700000,16750000)	scaffold_1204	16725000	7323	0.155962
(6780185,6790992)(16753332,16795724)(16750000,16800000)	scaffold_1204	16775000	10809	0.204328
(6790993,6796638)(16807532,16846903)(16800000,16850000)	scaffold_1204	16825000	5647	0.216426
(6796639,6815606)(16852306,16899999)(16850000,16900000)	scaffold_1204	16875000	18969	0.199462
(6815607,6831358)(16900000,16949999)(16900000,16950000)	scaffold_1204	16925000	15753	0.235287
(6831359,6840752)(16950000,16987715)(16950000,17000000)	scaffold_1204	16975000	9395	0.273973
(6840753,6843330)(17007072,17034378)(17000000,17050000)	scaffold_1204	17025000	2579	0.240920
(6843331,6843774)(17079968,17095165)(17050000,17100000)	scaffold_1204	17075000	445	0.129746
(6843775,6843952)(17187118,17187301)(17150000,17200000)	scaffold_1204	17175000	179	0.240911
(6843953,6847076)(17251506,17266590)(17250000,17300000)	scaffold_1204	17275000	3125	0.082038
(6847077,6857046)(17335997,17349999)(17300000,17350000)	scaffold_1204	17325000	9971	0.187608
(6857047,6861973)(17350000,17399999)(17350000,17400000)	scaffold_1204	17375000	4928	0.343720
(6861974,6865393)(17400000,17447105)(17400000,17450000)	scaffold_1204	17425000	3421	0.277685
(6865394,6874302)(17450033,17499055)(17450000,17500000)	scaffold_1204	17475000	8910	0.406355
(6874303,6875031)(17500350,17531686)(17500000,17550000)	scaffold_1204	17525000	730	0.540951
(6875032,6878398)(17573726,17594121)(17550000,17600000)	scaffold_1204	17575000	3368	0.309583
(6878399,6879626)(17608196,17636109)(17600000,17650000)	scaffold_1204	17625000	1229	0.201204
(6879627,6879911)(17670788,17673285)(17650000,17700000)	scaffold_1204	17675000	286	0.071015
(6879912,6880561)(17708057,17709705)(17700000,17750000)	scaffold_1204	17725000	651	0.156724
(6880562,6883668)(17750019,17784219)(17750000,17800000)	scaffold_1204	17775000	3108	0.196230
(6883669,6885628)(17802262,17833118)(17800000,17850000)	scaffold_1204	17825000	1961	0.202724
(6885629,6888830)(17857427,17889997)(17850000,17900000)	scaffold_1204	17875000	3203	0.105081
(6888831,6889839)(17912440,17932149)(17900000,17950000)	scaffold_1204	17925000	1010	0.241428
(6889840,6900335)(17955511,17989191)(17950000,18000000)	scaffold_1204	17975000	10497	0.126768
(6900336,6904679)(18006345,18030551)(18000000,18050000)	scaffold_1204	18025000	4345	0.304422
(6904680,6905951)(18060668,18091471)(18050000,18100000)	scaffold_1204	18075000	1273	0.182542
(6905952,6907866)(18100179,18149997)(18100000,18150000)	scaffold_1204	18125000	1916	0.147733
(6907867,6908376)(18161541,18183290)(18150000,18200000)	scaffold_1204	18175000	511	0.144485
(6908377,6909067)(18205396,18248623)(18200000,18250000)	scaffold_1204	18225000	692	0.184675
(6909068,6909203)(18295000,18295148)(18250000,18300000)	scaffold_1204	18275000	137	0.216227
(6909204,6911457)(18301365,18349999)(18300000,18350000)	scaffold_1204	18325000	2255	0.098254
(6911458,6934340)(18350000,18390301)(18350000,18400000)	scaffold_1204	18375000	22884	0.098616
(6934341,6934706)(18403964,18404329)(18400000,18450000)	scaffold_1204	18425000	367	0.157408
(6934707,6935578)(18479558,18481113)(18450000,18500000)	scaffold_1204	18475000	873	0.169189
(6935579,6937315)(18603242,18614119)(18600000,18650000)	scaffold_1204	18625000	1738	0.086967
(6937316,6937631)(18672054,18683089)(18650000,18700000)	scaffold_1204	18675000	317	0.083392
(6937632,6937979)(18770095,18770515)(18750000,18800000)	scaffold_1204	18775000	349	0.227498
(6937980,6938550)(18862381,18863327)(18850000,18900000)	scaffold_1204	18875000	572	0.140076
(6938551,6938691)(18907184,18907326)(18900000,18950000)	scaffold_1204	18925000	142	0.296621
(6938692,6941638)(18975766,18988482)(18950000,19000000)	scaffold_1204	18975000	2948	0.155736
(6941639,6945936)(19001405,19047021)(19000000,19050000)	scaffold_1204	19025000	4299	0.141089
(6945937,6948366)(19063783,19072136)(19050000,19100000)	scaffold_1204	19075000	2431	0.198519
(6948367,6951963)(19118277,19143362)(19100000,19150000)	scaffold_1204	19125000	3598	0.201003
(6951964,6962552)(19163997,19191736)(19150000,19200000)	scaffold_1204	19175000	10590	0.276532
(6962553,6967534)(19218889,19237560)(19200000,19250000)	scaffold_1204	19225000	4983	0.237168
(6967535,6969816)(19250765,19299040)(19250000,19300000)	scaffold_1204	19275000	2283	0.376862
(6969817,6990963)(19304251,19349999)(19300000,19350000)	scaffold_1204	19325000	21148	0.172494
(6990964,6999154)(19350000,19396105)(19350000,19400000)	scaffold_1204	19375000	8192	0.194122
(6999155,7001229)(19418834,19449946)(19400000,19450000)	scaffold_1204	19425000	2076	0.210854
(7001230,7011342)(19450079,19498554)(19450000,19500000)	scaffold_1204	19475000	10114	0.258961
(7011343,7013843)(19501869,19546371)(19500000,19550000)	scaffold_1204	19525000	2502	0.223110
(7013844,7028213)(19550583,19590331)(19550000,19600000)	scaffold_1204	19575000	14371	0.160481
(7028214,7031440)(19610197,19626490)(19600000,19650000)	scaffold_1204	19625000	3228	0.219006
(7031441,7035046)(19652163,19699219)(19650000,19700000)	scaffold_1204	19675000	3607	0.236532
(7035047,7038586)(19701628,19749510)(19700000,19750000)	scaffold_1204	19725000	3541	0.246342
(7038587,7041035)(19750005,19781079)(19750000,19800000)	scaffold_1204	19775000	2450	0.232949
(7041036,7058096)(19807887,19849464)(19800000,19850000)	scaffold_1204	19825000	17062	0.141927
(7058097,7071405)(19851327,19897409)(19850000,19900000)	scaffold_1204	19875000	13310	0.214423
(7071406,7083368)(19950547,19988262)(19950000,20000000)	scaffold_1204	19975000	11964	0.203574
(7083369,7096787)(20005528,20044831)(20000000,20050000)	scaffold_1204	20025000	13420	0.157933
(7096788,7105044)(20050840,20098663)(20050000,20100000)	scaffold_1204	20075000	8258	0.203830
(7105045,7105995)(20107578,20124036)(20100000,20150000)	scaffold_1204	20125000	952	0.171177
(7105996,7111181)(20151575,20199697)(20150000,20200000)	scaffold_1204	20175000	5187	0.183393
(7111182,7112498)(20200215,20236872)(20200000,20250000)	scaffold_1204	20225000	1318	0.294277
(7112499,7113038)(20271953,20293977)(20250000,20300000)	scaffold_1204	20275000	541	0.452824
(7113039,7121316)(20303039,20330794)(20300000,20350000)	scaffold_1204	20325000	8279	0.423153
(7121317,7123352)(20350569,20399999)(20350000,20400000)	scaffold_1204	20375000	2037	0.155735
(7123353,7136751)(20400000,20441324)(20400000,20450000)	scaffold_1204	20425000	13400	0.114055
(7136752,7139927)(20450604,20474760)(20450000,20500000)	scaffold_1204	20475000	3177	0.201068
(7139928,7140678)(20511670,20512549)(20500000,20550000)	scaffold_1204	20525000	752	0.109642
(7140679,7143683)(20556274,20590452)(20550000,20600000)	scaffold_1204	20575000	3006	0.178013
(7143684,7147494)(20616975,20648198)(20600000,20650000)	scaffold_1204	20625000	3812	0.243257
(7147495,7147922)(20655654,20656649)(20650000,20700000)	scaffold_1204	20675000	429	0.373965
(7147923,7152198)(20700937,20743606)(20700000,20750000)	scaffold_1204	20725000	4277	0.233084
(7152199,7153804)(20756281,20797463)(20750000,20800000)	scaffold_1204	20775000	1607	0.129374
(7153805,7164040)(20800556,20841056)(20800000,20850000)	scaffold_1204	20825000	10237	0.214672
(7164041,7180569)(20853317,20899403)(20850000,20900000)	scaffold_1204	20875000	16530	0.116237
(7180570,7199913)(20900855,20946510)(20900000,20950000)	scaffold_1204	20925000	19345	0.161330
(7199914,7201816)(20969793,20995520)(20950000,21000000)	scaffold_1204	20975000	1904	0.111893
(7201817,7207075)(21001466,21049999)(21000000,21050000)	scaffold_1204	21025000	5260	0.355218
(7207076,7209134)(21050000,21078863)(21050000,21100000)	scaffold_1204	21075000	2060	0.315266
(7209135,7220279)(21101860,21144027)(21100000,21150000)	scaffold_1204	21125000	11146	0.220503
(7220280,7227573)(21167295,21188801)(21150000,21200000)	scaffold_1204	21175000	7295	0.247866
(7227574,7231070)(21210870,21242188)(21200000,21250000)	scaffold_1204	21225000	3498	0.089160
(7231071,7245463)(21252260,21299080)(21250000,21300000)	scaffold_1204	21275000	14394	0.261559
(7245464,7256408)(21302035,21349999)(21300000,21350000)	scaffold_1204	21325000	10946	0.195188
(7256409,7265254)(21350000,21397213)(21350000,21400000)	scaffold_1204	21375000	8847	0.269708
(7265255,7272066)(21426958,21449999)(21400000,21450000)	scaffold_1204	21425000	6813	0.174839
(7272067,7279391)(21450000,21499999)(21450000,21500000)	scaffold_1204	21475000	7326	0.193334
(7279392,7285434)(21500000,21549894)(21500000,21550000)	scaffold_1204	21525000	6044	0.315825
(7285435,7293917)(21550598,21595563)(21550000,21600000)	scaffold_1204	21575000	8484	0.063789
